From: horizons@ssd.jpl.nasa.gov (Horizons Ephemeris System)
Subject: [Horizons] SMALL BODY #C(500@10)_T(289P/Blanpain) (1/1)
Date: March 5, 2021 at 3:22:06 PM PST

Automated mail xmit by MAIL_REQUEST, PID= 24865 Fri Mar  5 15:22:06 2021
++++++++++++++++++++++++++++++++ (part 1 of 1)  +++++++++++++++++++++++++++++++
*******************************************************************************
JPL/HORIZONS                    289P/Blanpain              2021-Mar-05 15:22:06
Rec #:90001202 (+COV) Soln.date: 2020-Mar-20_11:59:28    # obs: 301 (2013-2020)

IAU76/J2000 helio. ecliptic osc. elements (au, days, deg., period=Julian yrs):

 EPOCH=  2458679.5 ! 2019-Jul-15.0000000 (TDB)    RMSW= n.a.
  EC= .6851211084947294   QR= .9589096682577553   TP= 2458838.493166626
  OM= 68.92462865910687   W= 9.847265516657052    IN= 5.897394919082268
  A= 3.045328518763871    MA= 330.5129511889054   ADIST= 5.131747369269986
  PER= 5.3144636232372    N= .185461103           ANGMOM= .021866831
  DAN= .96469             DDN= 4.97235            L= 78.72078980000001
  B= 1.0068582            MOID= .0157254          TP= 2019-Dec-20.9931666260

Comet physical (GM= km^3/s^2; RAD= km):
  GM= n.a.                RAD= n.a.
  M1=  22.      M2=  n.a.     k1=  4.5    k2= n.a.     PHCOF= n.a.

COMET comments 
1: soln ref.= JPL#K192/7, data arc: 2013-07-04 to 2020-03-15
2: k1=4.5; radar( 0 delay, 7 Dop.);
*******************************************************************************


*******************************************************************************
Ephemeris / MAIL_REQUEST Fri Mar  5 15:22:06 2021 Pasadena, USA  / Horizons
*******************************************************************************
Target body name: 289P/Blanpain                   {source: JPL#K192/7}
Center body name: Sun (10)                        {source: DE431}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 1990-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2020-Dec-31 00:00:00.0000 TDB
Step-size       : 20160 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Small perturbers: Yes                             {source: SB431-N16}
Output units    : AU-D
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
Initial IAU76/J2000 heliocentric ecliptic osculating elements (au, days, deg.):
 EPOCH=  2458679.5 ! 2019-Jul-15.0000000 (TDB)    RMSW= n.a.                  
  EC= .6851211084947294   QR= .9589096682577553   TP= 2458838.493166626       
  OM= 68.92462865910687   W= 9.847265516657052    IN= 5.897394919082268       
 Equivalent ICRF heliocentric equatorial cartesian coordinates (au, au/d):
  X= 1.806457266246343E+00  Y=-9.923836828350668E-01  Z=-6.676379654077969E-01
 VX=-1.691548184328044E-03 VY= 1.179852737585390E-02 VZ= 5.825041808322046E-03
Comet physical (GM= km^3/s^2; RAD= km):                                        
  GM= n.a.                RAD= n.a.                                           
  M1=  22.      M2=  n.a.     k1=  4.5    k2= n.a.     PHCOF= n.a.            
*******************************************************************************
           JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2448760.500000000, A.D. 1992-May-18 00:00:00.0000,  1.561207752569693E+00, -2.413647100521977E+00, -3.522748103591798E-01,  2.222870396071871E-03,  1.001701401798760E-02,  1.383788660059992E-04,  1.672624362138733E-02,  2.896059307844965E+00, -7.166953272557017E-03,
2448774.500000000, A.D. 1992-Jun-01 00:00:00.0000,  1.590384354866407E+00, -2.270482512247058E+00, -3.499025830734273E-01,  1.939256917439870E-03,  1.043832723583517E-02,  2.015719903459310E-04,  1.613722099146153E-02,  2.794073200949648E+00, -7.403673653782412E-03,
2448788.500000000, A.D. 1992-Jun-15 00:00:00.0000,  1.615325733806799E+00, -2.121279535994812E+00, -3.465987396590894E-01,  1.616764792279880E-03,  1.087986804073960E-02,  2.716411257143471E-04,  1.552877263894686E-02,  2.688723634452248E+00, -7.647416738189027E-03,
2448802.500000000, A.D. 1992-Jun-29 00:00:00.0000,  1.635438923375868E+00, -1.965745673204554E+00, -3.422591698540693E-01,  1.248174399047458E-03,  1.134294508394735E-02,  3.497465643339040E-04,  1.490034240909892E-02,  2.579914313143838E+00, -7.897834470611390E-03,
2448816.500000000, A.D. 1992-Jul-13 00:00:00.0000,  1.650017646706717E+00, -1.803571378510091E+00, -3.367617236539219E-01,  8.244396446381042E-04,  1.182865728437379E-02,  4.373160304322586E-04,  1.425141935568441E-02,  2.467556769426536E+00, -8.154122049589131E-03,
2448830.500000000, A.D. 1992-Jul-27 00:00:00.0000,  1.658212958267973E+00, -1.634434418107130E+00, -3.299619520570204E-01,  3.341118409513245E-04,  1.233766751328375E-02,  5.361221645809059E-04,  1.358158415764952E-02,  2.351578400110507E+00, -8.414765058963448E-03,
2448844.500000000, A.D. 1992-Aug-10 00:00:00.0000,  1.658994310230410E+00, -1.458008606250580E+00, -3.216875999994939E-01, -2.374576368222480E-04,  1.286978775152815E-02,  6.483837653707520E-04,  1.289058187587886E-02,  2.231935063856264E+00, -8.677124841909462E-03,
2448858.500000000, A.D. 1992-Aug-24 00:00:00.0000,  1.651097534516685E+00, -1.273980307905285E+00, -3.117314814350573E-01, -9.092051162495298E-04,  1.342325721381374E-02,  7.768968113152355E-04,  1.217843797498534E-02,  2.108631169724856E+00, -8.936761985040840E-03,
2448872.500000000, A.D. 1992-Sep-07 00:00:00.0000,  1.632954979347184E+00, -1.082078419641501E+00, -2.998422784584553E-01, -1.705835766673821E-03,  1.399349139355754E-02,  9.252008117934745E-04,  1.144564511113753E-02,  1.981752018487623E+00, -9.186327154534293E-03,
2448886.500000000, A.D. 1992-Sep-21 00:00:00.0000,  1.602601335466786E+00, -8.821278387361385E-01, -2.857127564399860E-01, -2.659836613605684E-03,  1.457087459198595E-02,  1.097779277901495E-03,  1.069346591726187E-02,  1.851516228258816E+00, -9.413734051499392E-03,
2448900.500000000, A.D. 1992-Oct-05 00:00:00.0000,  1.557547465089018E+00, -6.741450687350841E-01, -2.689651335502528E-01, -3.814009919708958E-03,  1.513678488453002E-02,  1.300255438027841E-03,  9.924431163364346E-03,  1.718361988281503E+00, -9.599033183171861E-03,
2448914.500000000, A.D. 1992-Oct-19 00:00:00.0000,  1.494616477816139E+00, -4.585090701312993E-01, -2.491342768621943E-01, -5.224246088530572E-03,  1.565651452554366E-02,  1.539478316540371E-03,  9.143170647166602E-03,  1.583090923181558E+00, -9.709129650579174E-03,
2448928.500000000, A.D. 1992-Nov-02 00:00:00.0000,  1.409745848475082E+00, -2.362666188701549E-01, -2.256521285730992E-01, -6.961205425085009E-03,  1.606662082770088E-02,  1.823176429151775E-03,  8.357803953903800E-03,  1.447108895561988E+00, -9.688932403793184E-03,
2448942.500000000, A.D. 1992-Nov-16 00:00:00.0000,  1.297796416018189E+00, -9.674208784178658E-03, -1.978444363186031E-01, -9.106472682122549E-03,  1.625313028532173E-02,  2.158335824511609E-03,  7.582249402574787E-03,  1.312825787653290E+00, -9.447253882755883E-03,
2448956.500000000, A.D. 1992-Nov-30 00:00:00.0000,  1.152517425691813E+00,  2.168725383776045E-01, -1.649696503539698E-01, -1.173106905365540E-02,  1.601796651666692E-02,  2.546335313615319E-03,  6.839894202942577E-03,  1.184290969299159E+00, -8.837754205606866E-03,
2448970.500000000, A.D. 1992-Dec-14 00:00:00.0000,  9.670824784534592E-01,  4.353980359722840E-01, -1.263689692325668E-01, -1.482946167260068E-02,  1.504357079007952E-02,  2.971227381609274E-03,  6.168699937589923E-03,  1.068077284771617E+00, -7.646302782082323E-03,
